PriceDate,Balanced-Superannuation,Growth-Superannuation,Alternative Growth-Superannuation,Sustainable Balanced-Superannuation,Conservative Balanced-Superannuation,Capital Stable-Superannuation,Overseas Shares-Superannuation,Australian Shares-Superannuation,Property-Superannuation,Fixed Interest-Superannuation,Cash-Superannuation,Balanced-Pension,Growth-Pension,Alternative Growth-Pension,Sustainable Balanced-Pension,Conservative Balanced-Pension,Capital Stable-Pension,Long-term-Pension,Overseas Shares-Pension,Australian Shares-Pension,Property-Pension,Fixed Interest-Pension,Cash-Pension
2022-10-25,2.323670,2.536550,2.288690,2.324930,1.867890,1.678850,2.998140,2.566080,2.512630,1.295020,1.219940,2.508060,2.778780,2.455970,2.551410,2.016920,1.781920,1.162906,3.365960,2.862150,2.768060,1.344500,1.261150
2022-10-24,2.318840,2.529760,2.285010,2.317980,1.864840,1.676190,2.982170,2.560540,2.513050,1.290590,1.219850,2.503690,2.773410,2.453070,2.544330,2.013930,1.779360,1.154108,3.346660,2.855180,2.768600,1.338980,1.261040
2022-10-21,2.309140,2.515950,2.276200,2.303560,1.858280,1.672050,2.965760,2.530860,2.513000,1.288780,1.219600,2.491520,2.756020,2.441900,2.527540,2.005710,1.774060,1.147939,3.326890,2.817740,2.768550,1.336730,1.260730
2022-10-20,2.305720,2.510750,2.271840,2.301410,1.856120,1.671150,2.927650,2.547480,2.512890,1.292080,1.219560,2.489790,2.753110,2.439530,2.527580,2.004730,1.773800,1.154346,3.280980,2.838750,2.768380,1.340830,1.260680
2022-10-19,2.314320,2.522320,2.279320,2.311450,1.861900,1.674980,2.950140,2.565750,2.513170,1.295710,1.219550,2.500040,2.766970,2.448200,2.539330,2.011390,1.778370,1.158063,3.308070,2.861820,2.768670,1.345360,1.260680
2022-10-18,2.317100,2.525870,2.281660,2.315660,1.864070,1.676700,2.974350,2.558840,2.513120,1.298180,1.219510,2.501990,2.769140,2.449460,2.542750,2.012990,1.779840,1.156969,3.337690,2.853120,2.768610,1.348430,1.260620
2022-10-17,2.304770,2.508080,2.270350,2.300310,1.855870,1.671310,2.948790,2.523230,2.513170,1.295860,1.219380,2.487050,2.747860,2.435690,2.524730,2.002860,1.773260,1.152048,3.306570,2.808150,2.768690,1.345540,1.260460
2022-10-14,2.303900,2.507100,2.269250,2.300380,1.855780,1.671280,2.817220,2.555970,2.508400,1.296010,1.219170,2.489520,2.752240,2.438370,2.528220,2.005030,1.774540,1.152320,3.144430,2.849530,2.762850,1.345720,1.260210
2022-10-13,2.301630,2.503400,2.267250,2.297260,1.854090,1.670130,2.846750,2.515320,2.508500,1.296220,1.219160,2.483480,2.742900,2.432260,2.521600,2.000890,1.771890,1.148548,3.180090,2.798230,2.762930,1.345990,1.260200
2022-10-12,2.292990,2.490770,2.258900,2.286740,1.849110,1.667650,2.811680,2.514000,2.504870,1.297560,1.219080,2.474960,2.730670,2.424600,2.511310,1.996120,1.769440,1.145645,3.137690,2.796580,2.758580,1.347650,1.260100
2022-10-11,2.293860,2.492430,2.259990,2.288300,1.849370,1.667600,2.817640,2.515100,2.504800,1.296190,1.218980,2.475860,2.732210,2.425640,2.512950,1.996360,1.769350,1.148444,3.144900,2.797990,2.758520,1.345960,1.259980
2022-10-10,2.301450,2.502750,2.266670,2.295440,1.854730,1.671440,2.846640,2.521390,2.504790,1.300750,1.218920,2.483840,2.742550,2.432100,2.520350,2.001880,1.773410,1.151406,3.179930,2.805960,2.758510,1.351620,1.259900
2022-10-07,2.306620,2.511300,2.270340,2.299950,1.857610,1.673570,2.864020,2.549310,2.504450,1.302860,1.218710,2.490280,2.752310,2.436930,2.525870,2.005740,1.776040,1.158919,3.200990,2.841240,2.758060,1.354240,1.259650
2022-10-06,2.318830,2.529260,2.281180,2.314390,1.865790,1.679010,2.917780,2.563440,2.496890,1.306280,1.218660,2.502470,2.769900,2.447220,2.540660,2.014000,1.781630,1.163614,3.265950,2.859110,2.748960,1.358510,1.259600
2022-10-05,2.319180,2.528530,2.280330,2.318420,1.866090,1.679910,2.919850,2.561520,2.496790,1.311030,1.218640,2.502290,2.768460,2.445780,2.544200,2.013980,1.782450,1.165101,3.268680,2.856690,2.748550,1.364420,1.259570
2022-10-04,2.308750,2.513430,2.270090,2.308370,1.859130,1.675630,2.915030,2.524590,2.497960,1.310830,1.218360,2.488440,2.748420,2.432120,2.530920,2.004640,1.776710,1.158100,3.262090,2.810100,2.749840,1.364180,1.259230
2022-10-03,2.276030,2.466670,2.240680,2.274540,1.837670,1.661490,2.836130,2.448990,2.497720,1.302590,1.218140,2.450340,2.694760,2.398230,2.492180,1.979490,1.760060,1.142102,3.166690,2.714660,2.749660,1.353910,1.258960
2022-09-30,2.269250,2.457730,2.236060,2.267240,1.834890,1.659400,2.798030,2.454560,2.490940,1.300970,1.217910,2.444400,2.687740,2.395010,2.485620,1.977350,1.758340,1.136545,3.120510,2.721740,2.741510,1.351890,1.258680
2022-09-29,2.275030,2.466400,2.242570,2.274390,1.839440,1.662780,2.803020,2.480470,2.490780,1.299280,1.217860,2.452030,2.699420,2.404120,2.494810,1.983800,1.762710,1.141761,3.126490,2.754460,2.741290,1.349800,1.258630
2022-09-28,2.275060,2.466350,2.243660,2.275150,1.839370,1.662610,2.837020,2.449900,2.490650,1.297280,1.217790,2.449140,2.695010,2.402130,2.493290,1.981870,1.761420,1.141319,3.167480,2.715860,2.741290,1.347300,1.258530
2022-09-27,2.272230,2.463060,2.240730,2.270690,1.836950,1.660490,2.813490,2.460780,2.490640,1.295660,1.217690,2.447790,2.693490,2.400400,2.489970,1.980080,1.759610,1.140360,3.139050,2.729620,2.740880,1.345280,1.258420
2022-09-26,2.271220,2.460470,2.239440,2.271310,1.836740,1.661090,2.816730,2.451510,2.490540,1.299770,1.217640,2.446180,2.689840,2.398520,2.490490,1.979500,1.760020,1.141619,3.143020,2.717930,2.740750,1.350410,1.258360
2022-09-23,2.285840,2.480930,2.252260,2.281530,1.846640,1.668060,2.845340,2.493760,2.490430,1.306140,1.217510,2.464050,2.714350,2.414330,2.502430,1.991730,1.768420,1.150553,3.177490,2.771340,2.740620,1.358340,1.258200
2022-09-21,2.305110,2.507610,2.268540,2.302800,1.859540,1.677540,2.908130,2.533150,2.490130,1.317130,1.217470,2.485650,2.742890,2.432220,2.525710,2.006470,1.779020,1.160054,3.253190,2.821110,2.740210,1.372010,1.258150
2022-09-20,2.318130,2.526580,2.279020,2.314890,1.866580,1.681750,2.937900,2.564460,2.490020,1.317670,1.217400,2.501100,2.764710,2.444420,2.540080,2.014990,1.784070,1.168630,3.289160,2.860670,2.739850,1.372680,1.258060
2022-09-19,2.314730,2.521480,2.275550,2.314220,1.864080,1.680200,2.953170,2.536350,2.490020,1.317830,1.217350,2.494760,2.755430,2.437870,2.536780,2.010440,1.781370,1.167765,3.307590,2.825170,2.739820,1.372880,1.258000
2022-09-16,2.315600,2.523150,2.276600,2.315770,1.864630,1.680380,2.950020,2.544070,2.490040,1.316770,1.217160,2.496400,2.758190,2.439720,2.539380,2.011520,1.781820,1.168639,3.303780,2.834980,2.739840,1.371570,1.257770
2022-09-15,2.326770,2.539690,2.286690,2.325820,1.871620,1.684650,2.978800,2.572340,2.490010,1.318600,1.217150,2.509560,2.777010,2.451360,2.551350,2.019830,1.786900,1.174249,3.338480,2.870700,2.739810,1.373830,1.257760
2022-09-14,2.328570,2.541970,2.287890,2.328370,1.872470,1.685310,2.999650,2.564610,2.489870,1.320640,1.217090,2.510320,2.777460,2.451250,2.553370,2.019960,1.787150,1.176623,3.363670,2.860940,2.739690,1.376380,1.257690
2022-09-13,2.340710,2.560120,2.298560,2.341710,1.880290,1.690340,3.008210,2.617200,2.489810,1.323140,1.217140,2.526610,2.801080,2.465940,2.570850,2.030700,1.793890,1.180998,3.374030,2.927390,2.739630,1.379500,1.257740
2022-09-12,2.347610,2.570990,2.304800,2.349910,1.883730,1.692270,3.074630,2.603260,2.489480,1.323220,1.217100,2.530930,2.807300,2.469060,2.576400,2.032620,1.794840,1.187859,3.454330,2.909790,2.739260,1.379590,1.257700
2022-09-09,2.338790,2.557170,2.296750,2.340210,1.878820,1.689720,3.048430,2.578510,2.489620,1.324370,1.216960,2.520680,2.791840,2.459860,2.565520,2.026640,1.791720,1.183074,3.422680,2.878590,2.739430,1.381030,1.257520
2022-09-08,2.331480,2.545640,2.290080,2.333230,1.874460,1.686910,3.010800,2.565550,2.489870,1.323580,1.216920,2.513110,2.780690,2.453330,2.558880,2.021930,1.788800,1.178306,3.377250,2.862230,2.739750,1.380040,1.257480
2022-09-07,2.319770,2.529090,2.279540,2.320390,1.866690,1.681640,2.994680,2.527830,2.489890,1.319950,1.216850,2.498390,2.760310,2.439960,2.543190,2.012070,1.782210,1.169136,3.357780,2.814550,2.739780,1.375520,1.257400
2022-09-06,2.319340,2.529150,2.278350,2.318780,1.866170,1.681180,2.967250,2.556980,2.485600,1.320050,1.216830,2.500440,2.764010,2.441490,2.543710,2.013290,1.782660,1.168997,3.324620,2.851360,2.734650,1.375640,1.257370
2022-09-05,2.320410,2.530500,2.278750,2.319200,1.866730,1.681830,2.970910,2.562780,2.485370,1.322060,1.216770,2.501710,2.765480,2.442120,2.544350,2.014120,1.783430,1.170338,3.329040,2.858680,2.734350,1.378150,1.257300
2022-09-02,2.318310,2.527020,2.277470,2.318220,1.865550,1.681270,2.972220,2.552510,2.485270,1.322170,1.216620,2.499250,2.761260,2.440630,2.543310,2.012920,1.782720,1.172818,3.330590,2.845760,2.734230,1.378290,1.257120
2022-09-01,2.323740,2.535480,2.282590,2.321840,1.868230,1.681960,2.986650,2.561170,2.485430,1.319570,1.216570,2.504840,2.770660,2.446110,2.547290,2.015750,1.783580,1.170930,3.348050,2.856290,2.734440,1.375070,1.257060
2022-08-31,2.332050,2.547320,2.287450,2.329030,1.872330,1.684740,2.996650,2.591850,2.482010,1.323960,1.216540,2.516050,2.785260,2.452740,2.556520,2.021260,1.787170,1.176501,3.360120,2.895030,2.730340,1.380510,1.257020
2022-08-30,2.334130,2.550520,2.289380,2.331840,1.873790,1.685650,3.006450,2.593440,2.481950,1.324090,1.216460,2.517990,2.788410,2.454550,2.559380,2.022740,1.788090,1.176781,3.371960,2.897040,2.729940,1.380670,1.256920
2022-08-29,2.333280,2.549530,2.288700,2.332650,1.872670,1.684530,3.020300,2.578360,2.481880,1.322470,1.216420,2.515640,2.785150,2.452200,2.559360,2.020530,1.786310,1.178928,3.388690,2.878010,2.729850,1.378650,1.256870
2022-08-26,2.344690,2.566320,2.297370,2.345370,1.879510,1.688910,3.035530,2.620300,2.481760,1.326270,1.216270,2.529780,2.805800,2.462870,2.574740,2.029170,1.791860,1.186885,3.407090,2.931000,2.729700,1.383390,1.256690
2022-08-25,2.342540,2.562970,2.296690,2.339820,1.878270,1.687880,3.085110,2.569960,2.481680,1.323910,1.216200,2.524030,2.797330,2.460150,2.565070,2.025600,1.789430,1.188936,3.467020,2.872000,2.729500,1.380440,1.256610
2022-08-24,2.335370,2.552550,2.290040,2.333150,1.873530,1.684870,3.069480,2.552290,2.481800,1.323920,1.216150,2.515570,2.785070,2.452320,2.557370,2.019810,1.785760,1.183481,3.448120,2.849690,2.729650,1.380450,1.256540
2022-08-23,2.329640,2.543580,2.284690,2.329670,1.870190,1.683130,3.056530,2.535300,2.481700,1.325130,1.216090,2.508680,2.774510,2.446070,2.553370,2.015730,1.783600,1.184540,3.432490,2.828260,2.729490,1.381970,1.256480
2022-08-22,2.339700,2.558110,2.293500,2.341950,1.876410,1.687040,3.082300,2.558160,2.481910,1.327520,1.216080,2.520300,2.791160,2.456030,2.567580,2.022970,1.788200,1.191925,3.463630,2.857140,2.729750,1.384940,1.256460
2022-08-19,2.352950,2.577450,2.304090,2.357600,1.884310,1.692080,3.131000,2.579200,2.481970,1.332420,1.215930,2.534090,2.811180,2.466520,2.583520,2.031060,1.793560,1.198550,3.522470,2.883760,2.729830,1.391040,1.256280
2022-08-18,2.355510,2.580150,2.305840,2.360980,1.886310,1.693950,3.147140,2.573390,2.481790,1.336880,1.215880,2.536040,2.812940,2.467630,2.586740,2.032700,1.795350,1.203963,3.541980,2.876410,2.729610,1.396600,1.256210
2022-08-17,2.357090,2.582070,2.307010,2.361610,1.887510,1.694990,3.154170,2.573560,2.481880,1.339120,1.215830,2.537550,2.814680,2.468590,2.586740,2.033860,1.796440,1.201736,3.550480,2.876650,2.729660,1.399400,1.256160
2022-08-16,2.354240,2.577320,2.303640,2.358610,1.885600,1.694030,3.148850,2.564020,2.481600,1.341830,1.215770,2.534010,2.808940,2.464470,2.582880,2.031340,1.795160,1.201613,3.544050,2.864610,2.729280,1.402780,1.256080
2022-08-15,2.349750,2.571400,2.300140,2.353100,1.882730,1.691960,3.140060,2.553110,2.481540,1.338380,1.215680,2.528710,2.801880,2.460400,2.576150,2.027940,1.792680,1.194801,3.533430,2.850850,2.728910,1.398490,1.255970
2022-08-12,2.342610,2.561370,2.293890,2.344010,1.878160,1.688930,3.115700,2.542940,2.481490,1.335790,1.215520,2.521070,2.791150,2.453850,2.566450,2.023000,1.789330,1.191224,3.504000,2.838060,2.728330,1.395270,1.255790
2022-08-11,2.337110,2.552710,2.287720,2.340400,1.875520,1.688100,3.079390,2.548710,2.481450,1.339390,1.215490,2.516390,2.783760,2.448530,2.563970,2.021150,1.789010,1.190305,3.460130,2.845350,2.728280,1.399740,1.255740
2022-08-10,2.331760,2.544100,2.282740,2.334900,1.872670,1.686910,3.080830,2.521600,2.481530,1.341740,1.215430,2.508720,2.771820,2.441560,2.556160,2.016780,1.787020,1.191337,3.461910,2.811090,2.728360,1.402670,1.255670
2022-08-09,2.331700,2.543970,2.282360,2.335260,1.872730,1.687090,3.070920,2.530690,2.481870,1.342740,1.215380,2.509400,2.772760,2.441830,2.557520,2.017370,1.787530,1.187726,3.449940,2.822590,2.728780,1.403900,1.255610
2022-08-08,2.333250,2.546290,2.284130,2.336400,1.874060,1.688040,3.082170,2.527470,2.481750,1.342550,1.215320,2.510660,2.774550,2.443350,2.558270,2.018580,1.788430,1.191375,3.463520,2.818550,2.728600,1.403670,1.255540
2022-08-05,2.334800,2.548560,2.284830,2.340900,1.874860,1.688510,3.097450,2.524150,2.481980,1.344870,1.215230,2.511450,2.775840,2.443170,2.562740,2.018790,1.788600,1.191409,3.481990,2.814400,2.728780,1.406550,1.255430
2022-08-04,2.329430,2.540520,2.279240,2.336520,1.871310,1.686390,3.086520,2.510890,2.479170,1.345800,1.215170,2.504730,2.766170,2.436450,2.557150,2.014340,1.785940,1.188668,3.468790,2.797680,2.725440,1.407710,1.255360
2022-08-03,2.326950,2.537340,2.277330,2.332980,1.869800,1.685170,3.084010,2.509740,2.478690,1.346730,1.215130,2.501610,2.762390,2.434100,2.552980,2.012390,1.784440,1.186392,3.465760,2.796240,2.724850,1.408870,1.255310
2022-08-02,2.321450,2.528230,2.271540,2.327810,1.867010,1.684300,3.047750,2.512450,2.478570,1.349970,1.215070,2.496800,2.754320,2.429150,2.548620,2.010280,1.784040,1.185410,3.421930,2.799670,2.724750,1.412900,1.255240
2022-08-01,2.321570,2.528640,2.271730,2.326990,1.866950,1.684150,3.044490,2.514820,2.478290,1.348410,1.215170,2.497300,2.755170,2.429640,2.547880,2.010450,1.783990,1.189003,3.418010,2.802670,2.724480,1.410960,1.255350
2022-07-29,2.322620,2.529680,2.273260,2.326940,1.868360,1.685470,3.062250,2.500500,2.476510,1.347500,1.214990,2.496860,2.754260,2.430220,2.546300,2.011280,1.785010,1.185240,3.439470,2.784640,2.722390,1.409830,1.255140
2022-07-28,2.313280,2.517490,2.265850,2.317260,1.861830,1.680460,3.035840,2.485390,2.476540,1.341560,1.214870,2.486940,2.741100,2.422300,2.535950,2.004050,1.779330,1.177203,3.407520,2.765590,2.722370,1.402440,1.255000
2022-07-27,2.302710,2.502770,2.257030,2.304980,1.855300,1.676100,3.016440,2.457400,2.476630,1.337210,1.214650,2.474100,2.723380,2.411860,2.522040,1.996100,1.774010,1.171525,3.384390,2.730270,2.722490,1.397020,1.254720
2022-07-26,2.292090,2.488450,2.247490,2.293900,1.848320,1.671370,2.970380,2.453620,2.476420,1.334120,1.214600,2.463990,2.709440,2.402610,2.511070,1.989110,1.769120,1.166697,3.328720,2.725500,2.722260,1.393170,1.254660
2022-07-25,2.294550,2.492220,2.250080,2.297050,1.849840,1.672160,2.993530,2.445780,2.476390,1.333240,1.214430,2.465320,2.711740,2.404250,2.513680,1.989940,1.769510,1.169957,3.356710,2.715620,2.722330,1.392070,1.254460
2022-07-22,2.292980,2.490670,2.248820,2.296560,1.848510,1.670880,2.991200,2.443420,2.476350,1.330830,1.214250,2.463550,2.709910,2.402770,2.513180,1.988380,1.768010,1.169856,3.353890,2.712690,2.722290,1.389080,1.254240
2022-07-21,2.298190,2.500500,2.254790,2.301270,1.851000,1.671100,3.020750,2.449040,2.476440,1.324500,1.214170,2.468860,2.719670,2.408510,2.517800,1.990610,1.767920,1.167633,3.389600,2.719780,2.722460,1.381200,1.254150
2022-07-20,2.291940,2.491650,2.248970,2.291460,1.846900,1.668450,2.998540,2.442130,2.476430,1.323200,1.214110,2.462090,2.710250,2.402370,2.507280,1.986180,1.765010,1.163533,3.362760,2.711080,2.722450,1.379570,1.254070
2022-07-19,2.281190,2.474980,2.239040,2.280860,1.840350,1.664850,2.981770,2.406140,2.476400,1.323880,1.214100,2.448130,2.689520,2.390080,2.493960,1.977680,1.760290,1.160384,3.342500,2.665660,2.722410,1.380420,1.254060
2022-07-18,2.275830,2.466480,2.233410,2.277670,1.837630,1.663930,2.941140,2.415390,2.476570,1.326620,1.214090,2.444050,2.682830,2.385730,2.492620,1.976030,1.760040,1.158975,3.293370,2.677350,2.722600,1.383830,1.254050
2022-07-15,2.270600,2.457740,2.228740,2.274290,1.834810,1.662730,2.945420,2.385110,2.476700,1.327830,1.213950,2.435860,2.670320,2.378870,2.486710,1.971520,1.757930,1.157649,3.298550,2.639180,2.722770,1.385340,1.253880
2022-07-14,2.271770,2.459650,2.230520,2.272580,1.836230,1.663780,2.928750,2.403490,2.476930,1.326250,1.214000,2.439050,2.675000,2.382690,2.486650,1.974590,1.759910,1.154690,3.278400,2.662380,2.723100,1.383370,1.253930
2022-07-13,2.270900,2.458210,2.229500,2.270170,1.835740,1.663640,2.937860,2.391480,2.476700,1.328700,1.214060,2.437420,2.672060,2.380580,2.483350,1.973250,1.759330,1.155331,3.289430,2.647250,2.722840,1.386420,1.254010
2022-07-12,2.272250,2.460290,2.230980,2.271500,1.836460,1.663920,2.951000,2.386680,2.476640,1.327870,1.214050,2.438090,2.673290,2.381490,2.483820,1.973550,1.759350,1.158825,3.305290,2.641180,2.722480,1.385380,1.253940
2022-07-11,2.278620,2.470930,2.237500,2.277700,1.839670,1.664970,2.979410,2.394010,2.476670,1.323910,1.213980,2.444900,2.684320,2.388070,2.489860,1.976780,1.760300,1.155952,3.339630,2.650470,2.722560,1.380460,1.253850
2022-07-08,2.285800,2.481960,2.243740,2.281200,1.844090,1.667580,2.988220,2.419330,2.476360,1.324180,1.213860,2.454320,2.698200,2.395950,2.495380,1.982570,1.763730,1.161402,3.350260,2.682460,2.722190,1.380790,1.253700
2022-07-07,2.283300,2.477510,2.241190,2.279200,1.842660,1.667050,2.989740,2.404980,2.476430,1.325690,1.213840,2.450390,2.691940,2.392280,2.492890,1.980290,1.762770,1.160204,3.352100,2.664350,2.722280,1.382710,1.253680
2022-07-06,2.271240,2.461270,2.228690,2.267870,1.835990,1.662990,2.963050,2.389600,2.443770,1.327870,1.213820,2.436210,2.673110,2.377830,2.479630,1.972280,1.757750,1.151024,3.319850,2.644960,2.683070,1.385490,1.253660
2022-07-05,2.275150,2.468060,2.232690,2.266350,1.838140,1.663730,2.962770,2.409930,2.443540,1.325430,1.213800,2.442040,2.682450,2.383410,2.478840,1.975630,1.759090,1.147951,3.319520,2.670640,2.682800,1.382380,1.253630
2022-07-04,2.273350,2.465300,2.231430,2.265140,1.836920,1.662870,2.953310,2.407990,2.443530,1.324450,1.213800,2.440420,2.679950,2.382440,2.477680,1.974550,1.758270,1.151063,3.308090,2.668200,2.682810,1.381150,1.253630
2022-07-01,2.270000,2.460900,2.230100,2.261400,1.835600,1.662000,2.967400,2.386900,2.443500,1.323900,1.213700,2.434900,2.672500,2.379300,2.471800,1.971800,1.756600,1.143720,3.325200,2.641600,2.682800,1.380400,1.253500
2022-06-30,2.262230,2.452840,2.222040,2.252900,1.830750,1.657900,2.934130,2.397600,2.430730,1.319680,1.213580,2.427850,2.665770,2.371760,2.463640,1.967450,1.752410,1.142353,3.284920,2.655160,2.667470,1.375070,1.253360
2022-06-29,2.276300,2.475220,2.235380,2.265660,1.840040,1.663170,2.967410,2.437100,2.430730,1.317910,1.213520,2.445200,2.692340,2.387550,2.479150,1.978970,1.758930,1.147215,3.325140,2.705020,2.667460,1.372820,1.253290
2022-06-28,2.280020,2.481570,2.239080,2.269300,1.841910,1.663730,2.971190,2.452370,2.430730,1.315770,1.213460,2.450360,2.700570,2.392340,2.484160,1.981650,1.759880,1.149284,3.329710,2.724290,2.667430,1.370080,1.253220
2022-06-27,2.279980,2.481260,2.239080,2.271620,1.841620,1.663440,2.990520,2.435320,2.430710,1.315920,1.213460,2.448480,2.697840,2.390720,2.484720,1.980100,1.758860,1.148366,3.353060,2.702800,2.667420,1.370270,1.253220
2022-06-24,2.269740,2.464350,2.228840,2.260520,1.835090,1.660040,2.979220,2.390500,2.430620,1.318180,1.213360,2.434770,2.676350,2.377680,2.470730,1.971330,1.754180,1.140964,3.339430,2.646270,2.667350,1.373160,1.253100
2022-06-23,2.255320,2.444130,2.216130,2.244640,1.826530,1.654790,2.922170,2.378240,2.430600,1.316130,1.213270,2.420380,2.655920,2.365150,2.454200,1.962740,1.748790,1.133905,3.270490,2.630820,2.667310,1.370550,1.252990
2022-06-22,2.252090,2.440980,2.214280,2.238130,1.824290,1.652620,2.908760,2.379330,2.430620,1.311520,1.213140,2.417780,2.653450,2.363850,2.447060,1.960790,1.746580,1.129590,3.254290,2.632210,2.667150,1.364680,1.252830
2022-06-21,2.252070,2.442180,2.214850,2.237590,1.823650,1.651370,2.908210,2.383300,2.430540,1.307510,1.212960,2.418080,2.655190,2.364730,2.446760,1.960290,1.745250,1.130163,3.253630,2.637250,2.667120,1.359570,1.252610
2022-06-20,2.237790,2.421580,2.201970,2.222260,1.815050,1.646280,2.876970,2.348470,2.430480,1.307500,1.212860,2.401420,2.630990,2.349730,2.429120,1.949900,1.739060,1.124782,3.215890,2.593290,2.667060,1.359570,1.252490
2022-06-17,2.242670,2.428810,2.206690,2.224950,1.818320,1.648280,2.882510,2.365210,2.430430,1.306650,1.212740,2.407580,2.640130,2.355750,2.432470,1.954160,1.741700,1.124754,3.222560,2.614460,2.667000,1.358480,1.252340
2022-06-16,2.250970,2.440740,2.213280,2.231950,1.823230,1.651400,2.877430,2.406100,2.430460,1.309250,1.212760,2.419600,2.657090,2.365300,2.442820,1.961440,1.746250,1.130094,3.216440,2.666070,2.667010,1.361790,1.252370
2022-06-15,2.266560,2.463680,2.229840,2.248010,1.833220,1.656970,2.946610,2.412150,2.430430,1.305770,1.212720,2.435380,2.680210,2.382160,2.459250,1.971770,1.752010,1.140281,3.300000,2.673730,2.666900,1.357350,1.252320
2022-06-14,2.270000,2.468400,2.231510,2.248950,1.834770,1.657960,2.935460,2.438350,2.430400,1.309040,1.212810,2.440980,2.688070,2.385440,2.461880,1.974570,1.753760,1.140142,3.286560,2.706810,2.666930,1.361530,1.252430
2022-06-13,2.288860,2.494160,2.247010,2.269510,1.847290,1.667050,2.933510,2.517490,2.430380,1.316850,1.212810,2.466680,2.723300,2.406800,2.488660,1.991960,1.765970,,3.284190,2.806730,2.666910,1.371500,1.252430
2022-06-10,2.304460,2.515740,2.261500,2.286330,1.857030,1.673410,3.006700,2.517670,2.430400,1.321330,1.212710,2.481920,2.743910,2.420400,2.505000,2.001260,1.772280,1.161427,3.372660,2.807000,2.666680,1.377210,1.252310
2022-06-09,2.322080,2.541080,2.277340,2.304280,1.868120,1.680480,3.059180,2.548980,2.430410,1.324370,1.212690,2.501690,2.772020,2.437700,2.524770,2.013770,1.780350,1.169066,3.436080,2.846530,2.666410,1.381090,1.252280
2022-06-08,2.336050,2.561200,2.289680,2.317420,1.876600,1.685770,3.091190,2.581920,2.430430,1.326040,1.212660,2.517990,2.795340,2.451880,2.540130,2.023820,1.786680,1.176242,3.474770,2.888130,2.666410,1.383210,1.252250
2022-06-07,2.335760,2.560370,2.289730,2.318600,1.876600,1.685970,3.099480,2.571420,2.429110,1.326250,1.212750,2.516730,2.793160,2.451180,2.540510,2.023260,1.786580,1.176359,3.484790,2.874870,2.664850,1.383490,1.252350
2022-06-06,2.340210,2.567320,2.292880,2.324150,1.879700,1.688090,3.095090,2.598470,2.426390,1.328760,1.212700,2.523570,2.803190,2.456010,2.548790,2.027810,1.789590,1.182519,3.479470,2.909040,2.661550,1.386680,1.252300
2022-06-03,2.339070,2.565120,2.291150,2.324150,1.879040,1.688000,3.075820,2.608150,2.426350,1.330180,1.212600,2.523400,2.802510,2.455230,2.549820,2.027900,1.789960,1.179150,3.456180,2.921310,2.661370,1.388500,1.252180
2022-06-02,2.339030,2.564740,2.291090,2.324070,1.878670,1.687650,3.099440,2.587090,2.426360,1.330480,1.212580,2.521110,2.799150,2.453230,2.548140,2.026000,1.788750,1.182472,3.484730,2.894730,2.661380,1.388880,1.252150
2022-06-01,2.337560,2.562350,2.289180,2.325100,1.878320,1.687980,3.075900,2.600730,2.426350,1.332570,1.212570,2.521090,2.798650,2.452550,2.551020,2.026670,1.789720,1.186594,3.456230,2.911970,2.661390,1.391550,1.252140
2022-05-31,2.342160,2.569150,2.292590,2.327780,1.881110,1.689830,3.103640,2.600140,2.422820,1.334570,1.212550,2.524860,2.804290,2.454920,2.551810,2.028850,1.791310,1.185936,3.489780,2.911230,2.657170,1.394100,1.252120
2022-05-30,2.346880,2.576600,2.294950,2.334520,1.884210,1.691890,3.110740,2.621530,2.422830,1.338180,1.212520,2.530850,2.813670,2.457940,2.560110,2.032760,1.793900,1.190609,3.498340,2.938240,2.657190,1.398710,1.252080
2022-05-27,2.339580,2.564930,2.287940,2.325850,1.879560,1.689310,3.100600,2.592670,2.422830,1.338420,1.212460,2.521150,2.798970,2.449150,2.549140,2.026680,1.790480,1.185411,3.486100,2.901870,2.657190,1.399010,1.252010
2022-05-26,2.326170,2.544770,2.275400,2.311830,1.871420,1.684640,3.059820,2.566950,2.422820,1.338800,1.212450,2.505980,2.776590,2.435430,2.533540,2.017500,1.785160,1.177810,3.436800,2.869420,2.657200,1.399500,1.251990
2022-05-25,2.320460,2.536600,2.270050,2.306580,1.867930,1.682600,3.020100,2.576690,2.422830,1.338050,1.212440,2.501590,2.770260,2.431370,2.529550,2.014930,1.783590,1.176300,3.388830,2.881730,2.657220,1.398540,1.251980
2022-05-24,2.315860,2.530420,2.266380,2.302680,1.865050,1.680570,3.005210,2.570250,2.422800,1.335750,1.212430,2.496760,2.763700,2.427600,2.525060,2.011860,1.781370,1.173090,3.370840,2.873600,2.657230,1.395610,1.251970
2022-05-23,2.320120,2.537580,2.270610,2.305630,1.867490,1.681580,3.026000,2.574470,2.422790,1.334000,1.212420,2.501190,2.770970,2.431760,2.528350,2.014300,1.782340,1.175189,3.395960,2.878970,2.657240,1.393380,1.251950
2022-05-20,2.316850,2.532530,2.267080,2.301620,1.865390,1.680450,3.007330,2.574290,2.422890,1.334520,1.212340,2.498250,2.766390,2.428540,2.524800,2.012400,1.781310,1.171517,3.373410,2.878780,2.657330,1.394050,1.251860
